/home/villi/Desktop/PainAssessmentVideo/CelebV-HQ/video_celebv_hq/vyb2Imfghkg/vyb2Imfghkg_3.mp4 0 85
/home/villi/Desktop/PainAssessmentVideo/CelebV-HQ/video_celebv_hq/vyb2Imfghkg/vyb2Imfghkg_5.mp4 0 94
/home/villi/Desktop/PainAssessmentVideo/CelebV-HQ/video_celebv_hq/vyb2Imfghkg/vyb2Imfghkg_1.mp4 0 73
/home/villi/Desktop/PainAssessmentVideo/CelebV-HQ/video_celebv_hq/vyb2Imfghkg/vyb2Imfghkg_0.mp4 0 100
/home/villi/Desktop/PainAssessmentVideo/CelebV-HQ/video_celebv_hq/vyb2Imfghkg/vyb2Imfghkg_6.mp4 0 81
/home/villi/Desktop/PainAssessmentVideo/CelebV-HQ/video_celebv_hq/zxObW7F1aLc_20/zxObW7F1aLc_20_0.mp4 0 175
/home/villi/Desktop/PainAssessmentVideo/CelebV-HQ/video_celebv_hq/zxObW7F1aLc_68/zxObW7F1aLc_68_0.mp4 0 100
/home/villi/Desktop/PainAssessmentVideo/CelebV-HQ/video_celebv_hq/zxObW7F1aLc_25/zxObW7F1aLc_25_0.mp4 0 300
/home/villi/Desktop/PainAssessmentVideo/CelebV-HQ/video_celebv_hq/zxObW7F1aLc_52/zxObW7F1aLc_52_0.mp4 0 325
/home/villi/Desktop/PainAssessmentVideo/CelebV-HQ/video_celebv_hq/zxObW7F1aLc_0/zxObW7F1aLc_0_0.mp4 0 216
/home/villi/Desktop/PainAssessmentVideo/CelebV-HQ/video_celebv_hq/h_htCIiCXfE/h_htCIiCXfE_4.mp4 0 78
/home/villi/Desktop/PainAssessmentVideo/CelebV-HQ/video_celebv_hq/h_htCIiCXfE/h_htCIiCXfE_5.mp4 0 164
/home/villi/Desktop/PainAssessmentVideo/CelebV-HQ/video_celebv_hq/h_htCIiCXfE/h_htCIiCXfE_6.mp4 0 128
/home/villi/Desktop/PainAssessmentVideo/CelebV-HQ/video_celebv_hq/h_htCIiCXfE/h_htCIiCXfE_1.mp4 0 149
/home/villi/Desktop/PainAssessmentVideo/CelebV-HQ/video_celebv_hq/h_htCIiCXfE/h_htCIiCXfE_3.mp4 0 76
/home/villi/Desktop/PainAssessmentVideo/CelebV-HQ/video_celebv_hq/h_htCIiCXfE/h_htCIiCXfE_2.mp4 0 189
/home/villi/Desktop/PainAssessmentVideo/CelebV-HQ/video_celebv_hq/kvtsZ1Edkk4/kvtsZ1Edkk4_0.mp4 0 237
/home/villi/Desktop/PainAssessmentVideo/CelebV-HQ/video_celebv_hq/kvtsZ1Edkk4/kvtsZ1Edkk4_1.mp4 0 165
/home/villi/Desktop/PainAssessmentVideo/CelebV-HQ/video_celebv_hq/kvtsZ1Edkk4/kvtsZ1Edkk4_2.mp4 0 157
/home/villi/Desktop/PainAssessmentVideo/CelebV-HQ/video_celebv_hq/kvtsZ1Edkk4/kvtsZ1Edkk4_3.mp4 0 90
/home/villi/Desktop/PainAssessmentVideo/CelebV-HQ/video_celebv_hq/zxObW7F1aLc_70/zxObW7F1aLc_70_0.mp4 0 100
